batch,page_url,page_id,page_slug,page_title,tier,media_id,image_file,image_src,rendered_alt,alt_state,classification,fix_surface,media_library_alt,media_library_title,proposed_alt,needs_ncr,confidence,notes
batch-5,https://kriskrug.co/2024/09/12/ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty/,6988,ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty,AI for the People: Why Open-Source is the Future of Tech Sovereignty,4-archive-sample,6992,image-27.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/09/image-27.png?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/09/12/ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty/,6988,ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty,AI for the People: Why Open-Source is the Future of Tech Sovereignty,4-archive-sample,6993,image-28.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/09/image-28.png?resize=1024%2C576&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/09/12/ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty/,6988,ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty,AI for the People: Why Open-Source is the Future of Tech Sovereignty,4-archive-sample,6994,image-29.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/09/image-29.png?resize=1024%2C768&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/09/12/ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty/,6988,ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty,AI for the People: Why Open-Source is the Future of Tech Sovereignty,4-archive-sample,6995,image-30.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/09/image-30.png?resize=1024%2C534&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/09/12/ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty/,6988,ai-for-the-people-why-open-source-is-the-future-of-tech-sovereignty,AI for the People: Why Open-Source is the Future of Tech Sovereignty,4-archive-sample,7004,image-31.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/09/image-31.png?resize=683%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7145,image.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image.png?resize=768%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7147,image-2.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-2.png?resize=768%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7149,Deepwell-RMShakedown-60.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-60.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-60,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7150,Deepwell-RMShakedown-59.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-59.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-59,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7151,Deepwell-RMShakedown-41.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-41.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-41,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7153,Deepwell-RMShakedown-38.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-38.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-38,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7154,Deepwell-RMShakedown-37.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-37.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-37,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7155,Deepwell-RMShakedown-12.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-12.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-12,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7156,image-4.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-4.png?resize=1024%2C597&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7158,Deepwell-RMShakedown-134.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-134.jpg?resize=1024%2C613&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-134,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7160,image-6.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-6.png?resize=682%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7161,Deepwell-RMShakedown-78.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-78.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-78,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7162,image-7.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-7.png?resize=1024%2C681&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7163,46231801_4c0ee77225_o.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/46231801_4c0ee77225_o.jpg?resize=1024%2C683&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,46231801_4c0ee77225_o,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/07/healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski/,7143,healing-through-creativity-my-journey-with-deepwell-dtx-dave-zaboski,Healing Through Creativity: My Journey with DeepWell DTX & Dave Zaboski,4-archive-sample,7164,Deepwell-RMShakedown-57.jpg,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Deepwell-RMShakedown-57.jpg?resize=1024%2C767&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Deepwell-RMShakedown-57,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7178,image-8.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-8.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7179,image-9.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-9.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7180,image-10.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-10.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7181,image-11.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-11.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7182,image-12.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-12.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7184,image-13.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-13.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7185,Screenshot-2024-10-10-at-09.59.58.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Screenshot-2024-10-10-at-09.59.58.png?resize=1024%2C577&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Screenshot 2024-10-10 at 09.59.58,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7186,image-14.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-14.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7188,image-16.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-16.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7189,image-17.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-17.png?resize=682%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7190,image-18.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-18.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7191,image-19.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-19.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7192,image-20.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-20.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7193,image-21.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-21.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7195,image-23.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-23.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7197,image-25.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-25.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7198,image-26.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-26.png?resize=768%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7199,image-27.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-27.png?resize=682%2C1024&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7200,image-28.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-28.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7201,image-29.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-29.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7202,image-30.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-30.png?resize=1024%2C576&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7203,Screenshot-2024-10-10-at-10.39.53.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/Screenshot-2024-10-10-at-10.39.53.png?resize=1024%2C588&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,Screenshot 2024-10-10 at 10.39.53,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7204,image-31.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-31.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7205,image-32.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-32.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7206,image-33.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-33.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7207,image-34.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-34.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7208,image-35.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-35.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7209,image-36.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-36.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7210,image-37.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-37.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7211,image-38.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-38.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
batch-5,https://kriskrug.co/2024/10/10/future-proof-inside-vancouvers-thriving-ai-ecosystem/,7177,future-proof-inside-vancouvers-thriving-ai-ecosystem,Future Proof: Inside Vancouver’s Thriving AI Ecosystem,4-archive-sample,7214,image-41.png,https://i0.wp.com/kriskrug.co/wp-content/uploads/2024/10/image-41.png?resize=1024%2C682&ssl=1,,empty,empty-alt-content-VIOLATION,post-content-block,,image,,no,TODO needs-image-review,alt is baked into the block markup in post_content; a media-library alt_text write will NOT change the rendered output
